m	n	lambda	sq_lambda	C
4	13	46.947876582158365	2204.1031155735736	-6.92196520218596e-21
4	14	50.10020481350359	2510.030522355008	2.925772385623283e-22
4	15	53.251294792513306	2835.7003970791548	-1.2398651856080596e-23
4	16	56.40134965915828	3181.1122433746336	5.265564784981495e-25
4	17	59.550530310841644	3546.2656603024693	-2.2402932963326368e-26
4	18	62.69896586552133	3931.160320605809	9.546329369582245e-28
4	19	65.84676115503936	4335.7959546088005	-4.073278642047012e-29
4	20	68.99400218958627	4760.172338136635	1.740002373304465e-30
4	21	72.1407602076708	5204.289283340658	-7.440274542477375e-32
4	22	75.28709472179268	5668.146631648184	3.184253192543416e-33
4	23	78.43305583928208	6151.7442482879405	-1.3638306144435568e-34
4	24	81.57868605215461	6655.082017996005	5.845331247331289e-36
4	25	84.72402163268714	7178.159841616039	-2.506807401941905e-37
4	26	87.86909373258685	7720.977633386133	1.0756423926440867e-38
4	27	91.01392925675812	8283.535318754171	-4.617700440515091e-40
4	28	94.15855156387514	8865.832832606933	1.983232005152195e-41
4	29	97.30298103256675	9467.870117824044	-8.521046240830885e-43
5	0	5.749942903008283	33.061843387855326	0.022795918326933586
5	1	9.823823118530752	96.50750066417928	-0.0002622548842618812
5	2	13.250092007033242	175.5649381948462	6.431578800462885e-06
5	3	16.55682714453197	274.12852509391064	-1.9717348565315846e-07
5	4	19.809403129049453	392.41245232919425	6.7506698406732195e-09
5	5	23.031496180295182	530.4498163029516	-2.4636109523828275e-10
5	6	26.234421444183564	688.2448685110385	9.362239884770619e-12
5	7	29.42441128179389	865.7959792801596	-3.656574548530791e-13
5	8	32.60522234641096	1063.1005242588967	1.4561190112845133e-14
5	9	35.77926835984024	1280.1560443654648	-5.881917666897052e-16
5	10	38.948176869317834	1516.9604814436648	2.4018075919255978e-17
5	11	42.113087885487005	1773.5121712507523	-9.890166007813842e-19
5	12	45.27482501629347	2049.809780255993	4.099746630145743e-20
5	13	48.43399879157001	2345.8522389418054	-1.7085895586026346e-21
5	14	51.591071757265176	2661.6386850632844	7.15190636023877e-23
5	15	54.74640096470468	2997.1684185882173	-3.0045722926998535e-24
5	16	57.9002665520988	3352.440866804091	1.2660899377424195e-25
5	17	61.05289147542064	3727.45555750949	-5.348899051610833e-27
5	18	64.20445544050777	4122.212098412148	2.26474222904033e-28
5	19	67.35510493816591	4536.710161231342	-9.607153031756831e-30
5	20	70.50496060104956	4970.949469355551	4.0820927361019e-31
5	21	73.65412268293592	5424.929788192976	-1.7369708672135313e-32
5	22	76.80267519801365	5898.65091757158	7.4002739717870345e-34
5	23	79.95068908839188	6392.112685708705	-3.156346283253229e-35
5	24	83.09822467653191	6905.314944391377	1.3475618495058763e-36
5	25	86.24533358446942	7438.257565096409	-5.758289864714357e-38
5	26	89.39206025059661	7990.940435846295	2.4625164226209963e-39
5	27	92.53844313929356	8563.363458644268	-1.053831068613725e-40
5	28	95.68451571372273	9155.526547369653	4.512727253166837e-42
5	29	98.83030722424616	9767.429626038882	-1.933557886325e-43
6	0	6.841689469264052	46.808714793838625	0.01166054688773483
6	1	11.055922721603705	122.23342722607309	-0.00010583920203966462
6	2	14.544567807892761	211.54445271839046	2.326659698746554e-06
6	3	17.8916782090537	320.11214913632705	-6.606048202694353e-08
6	4	21.17354985408388	448.3192134233755	2.134715685681558e-09
6	5	24.418154401758674	596.2462643881265	-7.446005918488542e-11
6	6	27.63902016258829	763.9154355479621	2.728541198660587e-12
6	7	30.843686178625347	951.3329770855242	-1.0342748637192869e-13
6	8	34.0367462468809	1158.5000950745612	4.0168876710093516e-15
6	9	37.22118100821416	1385.4163156462425	-1.5884821284280413e-16
6	10	40.39901796881415	1632.0806528445685	6.3689208082332925e-18
6	11	43.571688457555375	1898.4920350422642	-2.5812757714843757e-19
6	12	46.74023382530351	2184.6494580440467	1.0552080388020676e-20
6	13	49.905430890713724	2490.5520323878036	-4.343790012396741e-22
6	14	53.067871535573765	2816.1989893161604	1.798405677471621e-23
6	15	56.22801500502294	3161.589671405085	-7.481298407305648e-25
6	16	59.38622330585361	3526.723518532711	3.124697557328737e-26
6	17	62.54278578316916	3911.600053519386	-1.3095384963052774e-27
6	18	65.69793656628026	4316.2188690669855	5.504219739341208e-29
6	19	68.85186719671871	4740.579616474591	-2.3193549153994586e-30
6	20	72.00473592845836	5184.681996127022	9.79466636173541e-32
6	21	75.15667468413963	5648.525749577595	-4.144231817456314e-33
6	22	78.30779433104564	6132.110652993344	1.756428501663988e-34
6	23	81.45818873347345	6635.43651173818	-7.455288510564392e-36
6	24	84.60793790120172	7158.503155893607	3.168648234664409e-37
6	25	87.75711046147501	7701.3104365475265	-1.348334193193042e-38
6	26	90.90576561863834	8263.858222710809	5.7435694745723516e-40
6	27	94.05395472146192	8846.146398746809	-2.448955982595742e-41
6	28	97.20172252702525	9448.174862220809	1.0450925551701902e-42
7	0	7.920820339253753	62.73939484673594	0.006080577016021018
7	1	12.267829693713963	150.49964539397004	-4.4198107971108744e-05
7	2	15.818100041506142	250.21228892309662	8.736479533311567e-07
7	3	19.205883771441908	368.8659714421356	-2.2996908266135037e-08
7	4	22.51769831129267	507.0467372383927	7.01252515981746e-10
7	5	25.785595873807598	664.8969545673234	-2.3357953519392276e-11
7	6	29.025221709369788	842.4634952780713	8.243660855911458e-13
7	7	32.245374635112576	1039.7641853587616	-3.0287009650378164e-14
7	8	35.45146285947305	1256.8062188765969	1.1456373271622631e-15
7	9	38.64702373082111	1493.5924432506501	-4.4292035898613784e-17
7	10	41.83448111987987	1750.1238105695852	1.7414478895745598e-18
7	11	45.01555757319452	2026.4004236255905	-6.93820318944576e-20
7	12	48.19151388227518	2322.4220102655217	2.7938025903820556e-21
7	13	51.36329571613106	2638.1881468227275	-1.1347532590187087e-22
7	14	54.53162720018081	2973.6983650994994	4.642045621244792e-24
7	15	57.69707274292198	3328.9522031020306	-1.9103346914147918e-25
7	16	60.86007909863831	3703.9492278925118	7.901291084350819e-27
7	17	64.0210047129404	4098.689044454336	-3.282098928868354e-28
7	18	67.18014064871008	4513.1712975804685	1.3683833734939307e-29
7	19	70.33772579769074	4947.395670391129	-5.723361472653765e-31
7	20	73.49395812822125	5401.361881352738	2.4005105226890805e-32
7	21	76.64900312964984	5875.069680769071	-1.0092906792009495e-33
7	22	79.80300023956292	6368.5188472356795	4.2526909529410864e-35
7	23	82.95606779672822	6881.709184295369	-1.7953124833064085e-36
7	24	86.10830690122926	7414.640517396286	7.591965984833568e-38
7	25	89.25980445408685	7967.312691181822	-3.215352135312276e-39
7	26	92.41063557354606	8539.725567106736	1.3636271581767255e-40
7	27	95.56086553268024	9131.879021354995	-5.79024765896537e-42
7	28	98.71055132572744	9743.772943029071	2.461399276080235e-43
8	0	8.990690252576425	80.83251121777273	0.00321623050007791
8	1	13.463350936053658	181.2618184273369	-1.8972405031620802e-05
8	2	17.074039703120338	291.52283178372966	3.3835009410606904e-07
8	3	20.502392096605657	420.34808168295814	-8.269230720278649e-09
8	4	23.844445945470355	568.5576024464576	2.3802752738333843e-10
8	5	27.136114201503315	736.3686939570299	-7.568823196849117e-12
8	6	30.395058625249508	923.8595888323545	2.570963338507737e-13
8	7	33.631285657016164	1131.0633749438211	-9.14708501950925e-15
8	8	36.850989725593784	1357.9954437558188	3.3665916936429465e-16
8	9	40.058249636561584	1604.6633639450863	-1.2712210093737929e-17
8	10	43.25587765632337	1871.0709518188155	4.896380482408636e-19
8	11	46.44588376616995	2157.220118820569	-1.9158347193337015e-20
8	12	49.629746842194976	2463.111771620362	7.591811977653168e-22
8	13	52.80858144878553	2788.746274633015	-3.0397483662330595e-23
8	14	55.98324479206704	3134.1236974485014	1.2276229581132008e-24
8	15	59.1544077073036	3499.243951201899	-4.9937295472454743e-26
8	16	62.32260316528843	3884.1068652980193	2.0438026236367217e-27
8	17	65.48826025391433	4288.712231084416	-8.408556690146497e-29
8	18	68.65172850520555	4713.059826752453	3.475031438522866e-30
8	19	71.81329564486208	5157.149431376367	-1.4417587963489054e-31
8	20	74.97320076258121	5620.980832586309	6.002174845197477e-33
8	21	78.13164423257292	6104.553830485346	-2.5062664078925223e-34
8	22	81.28879528785869	6607.868239351397	1.0492930223526371e-35
8	23	84.44479787438102	7130.923888045066	-4.40340298604311e-37
8	24	87.59977522620001	7673.720619680765	1.851790802603342e-38
8	25	90.75383347768582	8236.258290895526	-7.802115222618692e-40
8	26	93.90706454214255	8818.536770922126	3.292817142865779e-41
8	27	97.05954842562552	9420.555940586346	-1.3918301484005596e-42
9	0	10.053428971011124	101.0714340751658	0.001719968939601107
9	1	14.64527179783833	214.48398603255873	-8.331592073329736e-06
9	2	18.314953774058193	335.43753174588846	1.3450899815325309e-07
9	3	21.78352366659282	474.5219033330095	-3.0573614400550973e-09
9	4	25.155880847908545	632.818341234172	8.313016138510514e-11
9	5	28.471586092070332	810.6312145981727	-2.523614704897008e-12
9	6	31.750219224757945	1008.076420820189	8.247687074438861e-14
9	7	35.00294149346242	1225.2059131947533	-2.8400966794779673e-15
9	8	38.23670342261344	1462.0454886288983	1.0164063723758813e-16
9	9	41.45610766885046	1718.6088630513216	-3.7456892331279765e-18
9	10	44.66434457731577	1994.9036765211963	1.4122939462412024e-19
9	11	47.86370562785212	2290.934316429683	-5.422791331334588e-21
9	12	51.05588452942452	2606.70334508193	2.1131115668831938e-22
9	13	54.24216315294132	2942.2122635103055	-8.3345698992106e-24
9	14	57.42353122939188	3297.461938852944	3.3206489854274915e-25
9	15	60.60076610280165	3672.4528522464734	-1.3342832278964868e-26
9	16	63.7744874292012	4067.185246857342	5.400139254826636e-28
9	17	66.94519563329716	4481.65921838043	-2.1991085872857794e-29
9	18	70.11329953302659	4915.874771407907	9.003427504152423e-31
9	19	73.27913656046155	5369.831855046773	-3.703284256881376e-32
9	20	76.44298781219052	5843.530385654709	1.5294422398649346e-33
9	21	79.60508941920497	6336.970261439619	-6.339208937928915e-35
9	22	82.76564125193403	6850.151371843844	2.6358127253500172e-36
9	23	85.92481366607588	7383.07360354986	-1.0990551491565468e-37
9	24	89.08275278792351	7935.736844274294	4.5943015965936126e-39
9	25	92.23958469717545	8508.140985107402	-1.924873359138846e-40
9	26	95.39541876784695	9100.285921892886	8.081090495351583e-42
9	27	98.55035035946919	9712.17155597413	-3.3988966624934046e-43
10	0	11.110483318288118	123.44283956595855	0.0009279024662504989
10	1	15.815696624346646	250.1362597133699	-3.7296314121805322e-06
10	2	19.542858122089516	381.92330358012015	5.468803302506209e-08
10	3	23.05114319706604	531.355202691644	-1.1581047595897803e-09
10	4	26.453711286249163	699.7988408162264	2.9770362763763673e-11
10	5	29.793570162143883	887.6568230065903	-8.630536473715088e-13
10	6	33.092123948561834	1095.0886674269798	2.7136653227263564e-14
10	7	36.361637399401275	1322.1686743655375	-9.041483263218765e-16
10	8	39.60978691968741	1568.9352198230397	3.144904757059259e-17
10	9	42.841680565476004	1835.4095936742845	-1.1305145901145536e-18
10	10	46.06087530263464	2121.604233644858	4.170221355448445e-20
10	11	49.26993697234809	2427.5266892591535	-1.5704082329662923e-21
10	12	52.47076971682238	2753.1816746758045	6.013985827148263e-23
10	13	55.664820078044436	3098.5721943210588	-2.3352421564617634e-24
10	14	58.85320882576533	3463.700189089142	9.1733772229758e-26
10	15	62.03681907956128	3848.566921510219	-3.6389100612232285e-27
10	16	65.21635694060387	4253.173212604251	1.4555635488831712e-28
10	17	68.3923942510697	4677.519591393752	-5.864089348044151e-30
10	18	71.56539940077748	5121.606391392802	2.377185144520887e-31
10	19	74.73575994163524	5585.43381405373	-9.688882248368543e-33
10	20	77.90379946545067	6069.001971153153	3.967753218404359e-34
10	21	81.06979038758273	6572.310913486601	-1.6316744625428795e-35
10	22	84.23396375874587	7095.360650509713	6.734954573250139e-37
10	23	87.39651688655191	7638.151163901352	-2.789154446313168e-38
10	24	90.55761932047949	8200.68241699288	1.1585008754333336e-39
10	25	93.71741759861465	8782.954361353126	-4.824760391989541e-41
10	26	96.87603904680547	9384.96694139818	2.0141763958822418e-42
11	0	12.162885947272716	147.93579456636414	0.0005041979328227496
11	1	16.976257356065155	288.19331381935626	-1.6972154306525507e-06
11	2	20.75936854738045	430.95138248596874	2.2673800687210622e-08
11	3	24.30677537424466	590.8193290939865	-4.4813149320452494e-10
11	4	27.73935569933776	769.4718546143823	1.0901498364304452e-11
11	5	31.103377524154155	967.4200934100578	-3.0194139356031924e-13
11	6	34.4219812323534	1184.8727919604898	9.134701586495315e-15
11	7	37.708486283372046	1421.9299377832579	-2.9444589690179793e-16
11	8	40.97126560469692	1678.6446052506205	9.951484380425418e-18
11	9	44.21591420288519	1955.0470687969041	-3.4881933874734677e-19
11	10	47.446343787534204	2251.1555388048855	1.2583083558567872e-20
11	11	50.665386820357995	2566.9814216565055	-4.645100520083394e-22
11	12	53.87515281625222	2902.532090974529	1.7473758905389065e-23
11	13	57.077249700595175	3257.812433384092	-6.676561043051765e-25
11	14	60.27292718427398	3632.8257513607937	2.584618370868257e-26
11	15	63.46317287186819	4027.5743109646264	-1.0116890098756442e-27
11	16	66.64877856996245	4442.059684867885	3.997658190143501e-29
11	17	69.83038717532087	4876.282973055217	-1.5925898568562477e-30
11	18	73.00852654410264	5330.244948140939	6.38961563054944e-32
11	19	76.18363441699731	5803.946152982697	-2.5794689938050745e-33
11	20	79.35607706660349	6297.386967400712	1.046998565139686e-34
11	21	82.52616345424465	6810.567654476706	-4.270199343703829e-36
11	22	85.69415611996442	7343.488393112835	1.7490559011585792e-37
11	23	88.86027965966738	7896.149301194297	-7.191401197207667e-39
11	24	92.02472739560616	8468.550452235628	2.9669222841261173e-40
11	25	95.18766667719635	9060.691887449037	-1.2278158155043566e-41
11	26	98.34924313161012	9672.57362456056	5.095250342744796e-43
12	0	13.211402292297732	174.5411505289298	0.0002756146033540296
12	1	18.128247326609948	328.63335113474074	-7.834191938060684e-07
12	2	21.965802605065214	482.49648408468977	9.563723121008812e-09
12	3	25.55168533387554	652.8886234013903	-1.7671957152730895e-10
12	4	29.01400698678104	841.8126014289791	4.072418641292782e-12
12	5	32.402123421885065	1049.8976022470727	-1.0782236132278049e-13
12	6	35.74082923330543	1277.4068742843003	3.139288156034945e-15
12	7	39.04445266549406	1524.4692839480065	-9.789764524581938e-17
12	8	42.32203512856568	1791.1546574235474	3.2144495294758383e-18
12	9	45.57964060099105	2077.5036373155117	-1.0983914356934017e-19
12	10	48.82152367013866	2383.5411734739096	3.873576057105003e-21
12	11	52.05077544926604	2709.2832248699165	-1.401266692391801e-22
12	12	55.269705423162776	3054.740337563189	5.175925020468582e-24
12	13	58.48007922711113	3419.919666409195	-1.9452685394722116e-25
12	14	61.683273025066825	3804.8261710849365	7.418135346531729e-27
12	15	64.88037724160019	4209.463351012351	-2.864039047020653e-28
12	16	68.07226830055588	4633.833711582864	1.1175395321037709e-29
12	17	71.25965947205295	5077.939068072945	-4.400675906798316e-31
12	18	74.44313768543732	5541.7807484529785	1.7467529145232797e-32
12	19	77.6231906810913	6025.359731513059	-6.981827125925836e-34
12	20	80.80022736746623	6528.676742634239	2.807833414568837e-35
12	21	83.97459330801989	7051.732321247339	-1.1353585139233347e-36
12	22	87.14658265830985	7594.526869021632	4.613114259321497e-38
12	23	90.31644747618692	8157.060684718831	-1.88248747230289e-39
12	24	93.48440506141101	8739.333989685969	7.711778176829604e-41
12	25	96.65064379862238	9341.346946688183	-3.1702602056997965e-42
12	26	99.81532785071903	9963.099673946526	1.3073986618940583e-43
13	0	14.25661696225555	203.25112720847264	0.00015142990356450717
13	1	19.272710431450776	371.4373673745515	-3.6616359161191e-07
13	2	23.163250483258167	536.5361729501598	4.096031638375017e-09
13	3	26.78693619884309	717.5399509208903	-7.088020528871438e-11
13	4	30.278679542142275	916.798434815745	1.5489259981193536e-12
13	5	33.69076578755194	1135.0676993516802	-3.9225784604732625e-14
13	6	37.049567557899294	1372.670456227344	1.0994605825373096e-15
13	7	40.37037891630941	1629.7674938463995	-3.317378387543238e-17
13	8	43.66288322960176	1906.4473719218386	1.058186466774807e-18
13	9	46.933596186040354	2202.7624509543016	-3.524414575882744e-20
13	10	50.18710364757274	2518.745372532209	1.2148313300859407e-21
13	11	53.42674741652746	2854.417339509424	-4.3053644774427713e-23
13	12	56.655031411130715	3209.792584196208	1.5610741951747563e-24
13	13	59.87387509784777	3584.8809192326758	-5.769015825852618e-26
13	14	63.08477836922967	3979.6892618948273	2.166430170768106e-27
13	15	66.28893256072105	4394.222580039824	-8.247380149094501e-29
13	16	69.48729738674909	4828.484498114507	3.176714529708834e-30
13	17	72.68065558373313	5282.477696081238	-1.2360797769483646e-31
13	18	75.86965255136667	5756.2041782650995	4.8523851678968065e-33
13	19	79.0548256483344	6249.66545828855	-1.9196973632359888e-34
13	20	82.23662619904063	6762.862688600736	7.646845612512154e-36
13	21	85.41543626689099	7295.796752663317	-3.0645575796617793e-37
13	22	88.59158160627952	7848.468331502084	1.234816238821172e-38
13	23	91.7653417820215	8420.87795237122	-4.999650545657491e-40
13	24	94.93695816040622	9013.026024750721	2.0331385646268513e-41
13	25	98.10664028113929	9624.912867252862	-8.300409892111166e-43
14	0	15.298987467754213	234.05901753850046	8.356419523667282e-05
14	1	20.410502500967123	416.5886123419852	-1.730437043213873e-07
14	2	24.352625694939736	593.050378237839	1.7784303802228946e-09
14	3	28.013431202984385	784.7523277643392	-2.8867037600228016e-11
14	4	31.534244378846818	994.4085685448322	5.988196670008114e-13
14	5	34.97013455593089	1222.9103108599118	-1.4514514611563897e-14
14	6	38.348981772197746	1470.6444029643549	3.9179373471421366e-16
14	7	41.68700581813694	1737.806454081383	-1.1439914653351075e-17
14	8	44.99450705572709	2024.505665187875	3.5451696604470627e-19
14	9	48.27843645390763	2330.807426433997	-1.1508167277973658e-20
14	10	51.54369995068039	2656.75300460577	3.876570735001944e-22
14	11	54.79388222600721	3002.3695293975493	-1.3456835079002128e-23
14	12	58.03167609721658	3367.6754306522585	4.7885418702848785e-25
14	13	61.25915090029786	3752.6835690254643	-1.7396326732945018e-26
14	14	64.47792740304006	4157.403122191704	6.431475701230488e-28
14	15	67.68929579177502	4581.840764786412	-2.413498352906548e-29
14	16	70.89429758650397	5026.001430283783	9.174088675428819e-31
14	17	74.09378392576241	5489.888816437568	-3.526287606312878e-32
14	18	77.2884579257894	5973.505728546518	1.3686679307522011e-33
14	19	80.47890604005379	6476.854317403806	-5.357861606501185e-35
14	20	83.66562165696813	6999.936247246934	2.113323905319788e-36
14	21	86.84902311608893	7542.752816218949	-8.391800858334444e-38
14	22	90.02946764263413	8105.305044016106	3.352319404803834e-39
14	23	93.20726225187127	8687.593736489107	-1.3463784090533876e-40
14	24	96.38267237329033	9289.619533817024	5.433593838931937e-42
14	25	99.55592873763243	9911.382946812546	-2.202432586575056e-43
15	0	16.338879170846663	266.95897255952696	4.6289326194893284e-05
15	1	21.54233471974562	464.0721851775577	-8.258824515686162e-08
15	2	25.53470218296568	652.0210155727523	7.817379356937953e-10
15	3	29.23194516974395	854.5066184069166	-1.1920658770860424e-11
