m	n	lambda	sq_lambda	C
15	4	32.78145584105692	1074.6238470591647	2.3497738850710227e-13
15	5	36.24095430844205	1313.4067691865844	-5.454911358779113e-15
15	6	39.639762605267485	1571.3107794019625	1.418628994913332e-16
15	7	42.994988881590935	1848.569068928128	-4.0094326599973e-18
15	8	46.31752706989419	2145.313313870381	1.2072138430939278e-19
15	9	49.61474786448363	2461.623205656283	-3.81939445115135e-21
15	10	52.89186655951845	2797.549548149906	1.2572270938274107e-22
15	11	56.1527031384995	3153.126069760451	-4.274173748798134e-24
15	12	59.400133872915795	3528.3759041203184	1.492397069855674e-25
15	13	62.63637400607067	3923.3153486283654	-5.328779917545063e-27
15	14	65.86316227372902	4337.956144695561	1.9390791613221552e-28
15	15	69.08188556899854	4772.30691376821	-7.17126491791588e-30
15	16	72.29366563278016	5226.374090624219	2.6894317986262495e-31
15	17	75.49942083555749	5700.162546504612	-1.020927193218143e-32
15	18	78.699911149753	6193.676014979018	3.916866205129623e-34
15	19	81.89577149642982	6706.917388995446	-1.516840817368075e-35
15	20	85.08753687729276	7239.888931844655	5.922870286420162e-37
15	21	88.27566159144011	7792.592429406455	-2.3298005896464297e-38
15	22	91.46053412050732	8365.029301608483	9.224864261509889e-40
15	23	94.64248879380696	8957.200685085876	-3.674204566164259e-41
15	24	97.82181502714081	9569.107495204153	1.4712120704084597e-42
16	0	17.376588874432585	301.9458409110543	2.5727206668613883e-05
16	1	22.668805081232044	513.8747238108917	-3.9767419761193655e-08
16	2	26.71014203082056	713.431687306607	3.474857555348038e-10
16	3	30.443148461292186	926.7852882362768	-4.985283484799412e-12
16	4	34.02097224146319	1157.426552254409	9.347202321347299e-14
16	5	37.50386201406092	1406.5396659697217	-2.0796562081242957e-15
16	6	40.92252118602064	1674.652740220308	5.213027244516914e-17
16	7	44.294911441379234	1962.039179599629	-1.4264901292290433e-18
16	8	47.63249832774194	2268.854896942339	4.173659171927622e-20
16	9	50.943057580380035	2595.195115637916	-1.2870235300309945e-21
16	10	54.23210364027553	2941.1210652495865	4.1397117286369904e-23
16	11	57.5036845063454	3306.6737318053083	-1.3782089746724088e-24
16	12	60.76085460338041	3691.881452133134	4.7213370988156106e-26
16	13	64.00597117415236	4096.764345946423	-1.6566489696705583e-27
16	14	67.24088801324893	4521.337020810284	5.932482277016668e-29
16	15	70.46708654004367	4965.610285442003	-2.161808786583609e-30
16	16	73.68576707492669	5429.59226942035	7.997291302171296e-32
16	17	76.89791398233454	5913.289174834523	-2.9975434242238195e-33
16	18	80.10434315760452	6416.705792711262	1.1365277385165482e-34
16	19	83.30573728808807	6939.845865111946	-4.353065607951346e-36
16	20	86.50267246517309	7482.712343617015	1.6823288196746913e-37
16	21	89.69563856071959	8045.307576815247	-6.553918083166382e-39
16	22	92.88505503178081	8627.63344825695	2.5715810275672828e-40
16	23	96.07128332272876	9229.691479276022	-1.0155311361718626e-41
16	24	99.25463670039916	9851.482906528225	4.0337275476482476e-43
17	0	18.412361243033207	339.0150465439513	1.4341347105111472e-05
17	1	23.790421650260775	565.9841622971966	-1.9302519276996076e-08
17	2	27.87951652451638	777.2674416407818	1.560397863701302e-10
17	3	31.64762548920381	1001.5721991049028	-2.1091749970930014e-12
17	4	35.253372034026256	1242.8002397694645	3.765237779247751e-14
17	5	38.75942110595491	1502.2927244687428	-8.034215616319777e-16
17	6	42.197801271205314	1780.6544321241367	1.942038790765723e-17
17	7	45.58729527577184	2078.201490560409	-5.146709367916359e-19
17	8	48.93991970988405	2395.1157412098974	1.4635244186711608e-20
17	9	52.26384150886318	2731.50912926357	-4.399097632248445e-22
17	10	55.56486456791171	3087.4541744503704	1.382661595314272e-23
17	11	58.847257923406886	3462.9997651039744	-4.507631289518185e-25
17	12	62.1142490294694	3858.17993249494	1.514883712169749e-26
17	13	65.36833331069421	4273.018999818015	-5.222960008729525e-28
17	14	68.61147674520096	4707.534741157252	1.840350690707559e-29
17	15	71.84525309569372	5161.7403923842885	-6.606846860143582e-31
17	16	75.07093959527053	5635.645971716756	2.4105018930188966e-32
17	17	78.28958532496867	6129.25917035555	-8.919514051476277e-34
17	18	81.50206112240721	6642.585967200601	3.341538651103214e-35
17	19	84.70909668855349	7175.631061790703	-1.2655928639714737e-36
17	20	87.9113086281568	7728.398184715037	4.840059188335517e-38
17	21	91.10922194673057	8300.890323738611	-1.8670742733096092e-39
17	22	94.30328674490914	8893.109890892556	7.258320227804789e-41
17	23	97.49389133447133	9505.058847537704	-2.841428395525365e-42
18	0	19.446400537231575	378.1624938544405	8.0155727975193e-06
18	1	24.907620082202616	620.389538159343	-9.437598590119238e-09
18	2	29.04332241133198	843.5145766885786	7.072688754797013e-11
18	3	32.84588922371689	1078.8524388966812	-9.019208892382994e-13
18	4	36.47916664914423	1330.7295994160368	1.534423275365064e-14
18	5	40.008132778853756	1600.6506884503924	-3.142154676088188e-16
18	6	43.466089160445506	1889.3009069037982	7.327584727483109e-18
18	7	46.87260929897075	2197.0415024939593	-1.8813200433671004e-19
18	8	50.24024154458121	2524.0818704578637	5.200463402685535e-21
18	9	53.57753099478289	2870.5518274969213	-1.5238707710762674e-22
18	10	56.89056181378669	3236.536023488284	4.680451258740191e-24
18	11	60.183817416097604	3622.0918787741734	-1.494181463304693e-25
18	12	63.460693356125184	4027.259601240151	4.9259850995634596e-27
18	13	66.72381953545046	4452.068093399361	-1.6686551009868324e-28
18	14	69.9752712984599	4896.538593293066	5.7847159193787154e-30
18	15	73.2167125897941	5360.687002456514	-2.0456630921286727e-31
18	16	76.44949588594734	5844.52542121548	7.359943360425642e-33
18	17	79.67473368904557	6348.063188420333	-2.688155283293596e-34
18	18	82.8933507703739	6871.307601940247	9.949061662483998e-36
18	19	86.10612305801352	7414.2644280817685	-3.725559045408306e-37
18	20	89.31370705679235	7976.93826822652	1.409668599801981e-38
18	21	92.51666242853291	8559.332826915113	-5.383637407457611e-40
18	22	95.71546954734532	9161.45111066879	2.073253143143482e-41
18	23	98.91054330728478	9783.295577342258	-8.044279949212053e-43
19	0	20.478879190828074	419.38449291253113	4.490656673199619e-06
19	1	26.020777030635458	677.0808372780458	-4.6451151496080205e-09
19	2	30.201994625285188	912.1604793457553	3.2334057483525024e-11
19	3	34.0383927100333	1158.612178282448	-3.894985261802766e-13
19	4	37.698810796706645	1421.2003354858855	6.320839370725578e-15
19	5	41.25044515003889	1701.5992250763672	-1.243008461898243e-16
19	6	44.72782181163444	2000.5780440133217	2.7978922282112646e-18
19	7	48.15127673726951	2318.5454514291123	-6.961553020088266e-20
19	8	51.53387195094724	2655.7399582566263	1.871071353187655e-21
19	9	54.884518431063476	3012.3103634097465	-5.345617805169326e-23
19	10	58.20957191463622	3388.354262485206	1.6045565951889678e-24
19	11	61.51372385203209	3783.938222144062	-5.0160466216441684e-26
19	12	64.80053317198256	4199.109099373213	1.622184741200808e-27
19	13	68.07276067441667	4633.9007458364085	-5.398663323979882e-29
19	14	71.33258832663242	5088.338157376816	1.8411910191323956e-30
19	15	74.58176813204567	5562.440137702222	-6.41307807823291e-32
19	16	77.82172615519058	6056.221061773473	2.2750173164568646e-33
19	17	81.05363702134984	6569.692074388734	-8.200804671835615e-35
19	18	84.2784784135626	7102.861923705336	2.9981176971201855e-36
19	19	87.49707168019555	7655.737552609277	-1.1098364875761033e-37
19	20	90.71011258822088	8228.324525767708	4.154231608158869e-39
19	21	93.91819495132629	8820.62734291533	-1.570482874927472e-40
19	22	97.12182901876554	9432.649671950328	5.990275245313016e-42
20	0	21.5099442048019	462.6776996936909	2.52125324812223e-06
20	1	27.130220556721376	736.0488674563471	-2.3002811124655967e-09
20	2	31.355916371172594	983.1934914759695	1.4899691996428287e-11
20	3	35.22553831267515	1240.8385494177446	-1.6975163227214317e-13
20	4	38.91271082221671	1514.1990635334614	2.6300048488354686e-15
20	5	42.4867607580828	1805.1248397145648	-4.969959033808627e-17
20	6	45.98339354057539	2114.4724815074305	1.0802843945383296e-18
20	7	49.42368110019228	2442.700253493504	-2.6057563864548264e-20
20	8	52.82118215569338	2790.0772843249406	6.811227248872478e-22
20	9	56.185161993228235	3156.7724282052986	-1.8975874233745708e-23
20	10	59.522239692159445	3542.8970179708813	5.566935934958051e-25
20	11	62.83730870569767	3948.5273653751487	-1.704243015142767e-26
20	12	66.13408681555171	4373.71743892693	5.406544639667215e-28
20	13	69.41546227457185	4818.506402792508	-1.767685258803434e-29
20	14	72.68372101348082	5282.923300365514	5.930489702027426e-31
20	15	75.94070102089889	5766.990071545553	-2.034422182970855e-32
20	16	79.18790031977751	6270.723557055019	7.115370627048935e-34
20	17	82.42655436980169	6794.136865277875	-2.531140773876321e-35
20	18	85.65769274164269	7337.240325821667	9.139532009205897e-37
20	19	88.88218138719202	7900.042168145704	-3.34412980443393e-38
20	20	92.10075468258667	8482.54901310201	1.2381305936947136e-39
20	21	95.31404007065	9084.766234589473	-4.632724181739736e-41
20	22	98.5225772572395	9706.698229408727	1.7499660727916056e-42
21	0	22.539721996976162	508.0390677009711	1.418303142216359e-06
21	1	28.23623831555531	797.2851542128336	-1.1455292914053056e-09
21	2	32.50542720508487	1056.6027977850717	6.9164596099811615e-12
21	3	36.40768521216522	1325.519542508114	-7.461336015538623e-14
21	4	40.121231547640164	1609.7132208993564	1.104588711571647e-15
21	5	43.717442753862294	1911.2148009372268	-2.0070922924444184e-17
21	6	47.2331615955535	2230.97155431167	4.2148736494973535e-19
21	7	50.690171185039254	2569.493454768584	-9.859398946124596e-21
21	8	54.102510979346896	2927.0816942703514	2.5070138912417377e-22
21	9	57.479789659473525	3303.9262192973197	-6.81202203022328e-24
21	10	60.82888185681463	3700.152867950312	1.9534181858493937e-25
21	11	64.15487729210994	4115.848280365684	-5.856599835714111e-27
21	12	67.46164828054773	4551.073988728329	1.8226052371716833e-28
21	13	70.75220721826197	5005.874826255881	-5.8542684026028464e-30
21	14	74.0289414295292	5480.284169176664	1.9320394615732357e-31
21	15	77.29377287164786	5974.327324733887	-6.527176418180936e-33
21	16	80.54826993034735	6488.023788772099	2.2505519957203306e-34
21	17	83.79372762861182	7021.388789897984	-7.899839360452572e-36
21	18	87.03122640673277	7574.43436985998	2.817087818539292e-37
21	19	90.26167600139807	8147.17015458136	-1.0187414246041804e-38
21	20	93.4858487373811	8739.6039141485	3.730369107158687e-40
21	21	96.70440515258541	9351.741975915387	-1.3813385792019223e-41
21	22	99.9179139771529	9983.589533545728	5.1668075618931585e-43
22	0	23.56832213723903	555.4658083646713	7.992704298225665e-07
22	1	29.339084069538593	860.7818540394533	-5.734405971304338e-10
22	2	33.65082957524973	1132.378331102502	3.2326295156917283e-12
22	3	37.58515554102842	1412.6439170432993	-3.3057263535830583e-14
22	4	41.32470191982551	1707.73098876243	4.680008761715319e-16
22	5	44.94282005229018	2019.8570742525362	-8.181831840734572e-18
22	6	48.477450829514865	2350.0632389280313	1.6607374928696205e-19
22	7	51.951065299457376	2698.9131857484845	-3.768667146538975e-21
22	8	55.378168645170064	3066.7415624928967	9.324374602997943e-23
22	9	58.76870264373766	3453.760410428058	-2.4715024564603094e-24
22	10	62.12979010217027	3860.110818139735	6.928491419599138e-26
22	11	65.46671155748896	4285.890322151459	-2.0344978704070555e-27
22	12	68.78348973515548	4731.16846014624	6.211260520327481e-29
22	13	72.08325800031314	5195.996083939708	-1.960008162339684e-30
22	14	75.36850259326258	5680.411183150628	6.362845573754088e-32
22	15	78.64122748510505	6184.442660364041	-2.1169137926494567e-33
22	16	81.90306986831379	6708.112853853891	7.195328269675613e-35
22	17	85.15538308179987	7251.439267808088	-2.4920743694668867e-36
22	18	88.39929742977458	7814.43578607775	8.775739373719726e-38
22	19	91.6357656191038	8397.113540599325	-3.136275078105277e-39
22	20	94.86559726093996	8999.48154367486	1.1357062456907374e-40
22	21	98.08948544838518	9621.547155528968	-4.161500237357338e-42
23	0	24.59584026410811	604.9553582975217	4.511553391026996e-07
23	1	30.43898292564727	926.531681547846	-2.8844604408186595e-10
23	2	34.79239416554574	1210.510691770701	1.5205248884836295e-12
23	3	38.7582394487514	1502.2011251667489	-1.4755138790513332e-14
23	4	42.52341971102003	1808.2412239195671	1.9992181002584426e-16
23	5	46.16319165038951	2131.0402633505914	-3.3648111831545384e-18
23	6	49.71655764223402	2471.736103793578	6.604542486204962e-20
23	7	53.20665484636688	2830.9481199404163	-1.4544584939351401e-21
23	8	56.64844003168196	3209.045758023067	3.502451682858559e-23
23	9	60.05217834320988	3606.264123764686	-9.057714087652149e-25
23	10	63.425233775116105	4022.760279428129	2.482638193528142e-26
23	11	66.77307249889445	4458.643210942614	-7.14067373534542e-28
23	12	70.09986371611298	4913.9908930176125	2.1387499756412004e-29
23	13	73.40885871954525	5388.860538506155	-6.630496002856748e-31
23	14	76.70264028093594	5883.295026066657	2.1173306041810289e-32
23	15	79.98329249447751	6397.327078257143	-6.937022973987987e-34
23	16	83.25251984661809	6930.982060811538	2.3242742760334525e-35
23	17	86.51173277283381	7484.279907358207	-7.942480300802101e-37
23	18	89.76211045240905	8057.2364728704815	2.761797914187542e-38
23	19	93.00464775648041	8649.864504306997	-9.753438528464214e-40
23	20	96.24019092310769	9262.17434891622	3.4925216156149336e-41
23	21	99.46946505920667	9894.174479164736	-1.2662561008485782e-42
24	0	25.622360390283756	656.505351969582	2.550407801284957e-07
24	1	31.53613558731571	994.5278477815604	-1.4574356234687706e-10
24	2	35.93036429778722	1290.9910785717027	7.194774041584805e-13
24	3	39.927199315198365	1594.1812451555768	-6.6320236856828216e-15
24	4	43.71765545883755	1911.2333988176285	8.606545283181785e-17
24	5	47.378830270892955	2244.7535578380825	-1.3953342475642514e-18
24	6	50.95075332722715	2595.979264611948	2.649639804908368e-20
24	7	54.45720738511732	2965.5874361856763	-5.664577563949838e-22
24	8	57.91358746498498	3353.9836130644653	1.32798131899513e-23
24	9	61.33047288163207	3761.4269038846064	-3.3514257156688955e-25
24	10	64.71546219086015	4188.09104657665	8.982647757566542e-27
24	11	68.07420227136083	4634.097014882148	-2.530935403910957e-28
24	12	71.41100504745161	5099.531641887159	7.437523326876238e-30
24	13	74.72923682725668	5584.458836784217	-2.265361476771347e-31
24	14	78.03157462144915	6088.926637902788	7.11596925822508e-33
24	15	81.32018082177431	6612.971808886071	-2.2958696148959313e-34
24	16	84.59682574133679	7156.6229255101025	7.582581978365681e-36
24	17	87.86297572372186	7719.902503027337	-2.5563905167092805e-37
24	18	91.11985785457986	8302.82849543884	8.77716046929571e-39
24	19	94.36850837556557	8905.41537302919	-3.0628757218250852e-40
24	20	97.60980949842175	9527.674910318186	1.0844536697073973e-41
25	0	26.647956745598332	710.1135987152796	1.4437582425010074e-07
25	1	32.630721836862215	1064.7640075946765	-7.39490794177203e-11
25	2	37.06495958674102	1373.8112291667449	3.423458603787179e-13
25	3	41.092273280751236	1688.574923379942	-3.000505730645437e-15
25	4	44.907655790764466	2016.6975486217812	3.7321571551737856e-17
25	5	48.58998545581545	2360.9866865963572	-5.831807117483939e-19
25	6	52.180286929714995	2722.7823440673856	1.0718387542906956e-20
25	7	55.70296925946458	3102.820784320856	-2.2252630327126763e-22
25	8	59.1738531280428	3501.544894019181	5.0801306985931244e-24
25	9	62.60382331412039	3919.238693545604	-1.251387795461505e-25
25	10	66.00070664878591	4356.093278139092	3.2802926046748824e-27
25	11	69.37032603045827	4812.242133572076	-9.054987611549413e-29
25	12	72.71713252496063	5287.781362652688	2.6109234903062185e-30
25	13	76.04460466795085	5782.781899104933	-7.813516688514404e-32
25	14	79.35551150667779	6297.297206486471	2.4143859087737068e-33
25	15	82.6520919699811	6831.368307014214	-7.670958530530875e-35
25	16	85.93618077685856	7385.027166512915	2.4972908106314505e-36
25	17	89.20929902330458	7958.299032229372	-8.306317180726003e-38
25	18	92.47272075506169	8551.204083843617	2.8158499035807647e-39
25	19	95.7275228052483	9163.758622429334	-9.708972931446496e-41
25	20	98.9746227149511	9795.975941566914	3.3988404626822244e-42
26	0	27.672695265156065	765.778063238191	8.183450045751387e-08
26	1	33.722903410883916	1137.234214459806	-3.7668458577099485e-11
26	2	38.19637899644214	1458.9633684398464	1.6375365351833733e-13
26	3	42.25367822352964	1785.373323417583	-1.365916989521342e-15
26	4	46.0936462466637	2124.624224312575	1.629587450083203e-17
26	5	49.796886208173994	2479.7298760298295	-2.455571012923829e-19
26	6	53.4053877001998	2852.1354354086525	4.370022616650206e-21
26	7	56.94416786500492	3242.6382538378593	-8.813619292864198e-23
26	8	60.42946114922283	3651.7197747854316	1.959893916901226e-24
26	9	63.8724495469652	4079.689811129615	-4.71323095658069e-26
26	10	67.28118219507542	4526.757477566934	1.2085196964491141e-27
26	11	70.66165354976162	4993.069282386539	-3.268725505974638e-29
26	12	74.01845040039268	5478.730999675391	9.248685461308148e-31
26	13	77.35516084168341	5983.820908842711	-2.7195669683991483e-32
26	14	80.67464384267683	6508.398159142755	8.266800890989687e-34
26	15	83.97921317307062	7052.508245168037	-2.5865193232802513e-35
26	16	87.2707665838344	7616.186700130107	8.300098079139578e-37
26	17	90.55087880148209	8199.461651720698	-2.723606814956937e-38
26	18	93.82086990955102	8802.355630584896	9.116057869762769e-40
26	19	97.08185657009284	9424.886875096077	-3.1055797204155305e-41
27	0	28.696634802116122	823.4968489660222	4.6440416454486246e-08
27	1	34.812826392208656	1211.9328814140595	-1.925835058397328e-11
27	2	39.324803412794694	1546.4401634549492	7.871583267164738e-14
27	3	43.411612285670195	1884.5680812413514	-6.254404943959366e-16
27	4	47.27583368881074	2235.004450972093	7.161788268594456e-18
27	5	50.9997432599619	2600.9738125820295	-1.041258596692177e-19
27	6	54.62626721145729	2984.0290694575338	1.795054667540699e-21
27	7	58.18101361473232	3385.030345237668	-3.518135231346826e-23
27	8	61.68061942078274	3804.498812131441	7.622385629257286e-25
27	9	65.13655601617799	4242.770929648693	-1.789933520183526e-26
27	10	68.55708916990766	4700.0744754506695	4.490106168055809e-28
27	11	71.94838064593065	5176.569477571729	-1.1901021439989772e-29
27	12	75.31514969374572	5672.371773391326	3.3046117798447137e-31
27	13	78.6610914126237	6187.567302225143	-9.548499556908512e-33
27	14	81.98915266316547	6722.2211544238535	2.85540768208089e-34
27	15	85.3017204224983	7276.383507038065	-8.798143733217967e-36
27	16	88.60075414619018	7850.093635273637	2.782972638832083e-37
27	17	91.88788110365101	8443.382693718704	-9.009244931964835e-39
27	18	95.16446651884424	9056.275687816225	2.977174067208762e-40
27	19	98.4316661380185	9688.792898706337	-1.0020720955627938e-41
28	0	29.71982812446417	883.2681837476914	2.6383852972606242e-08
28	1	35.90062321347231	1288.8547471157067	-9.880089903706867e-12
28	2	40.450397822311565	1636.2346839832683	3.80152092867424e-14
28	3	44.566257029151394	1986.151265588386	-2.8796702257899665e-16
28	4	48.4544083707169	2347.8296905561997	3.1669708076529315e-18
28	5	52.198751029006544	2724.7096089882116	-4.444954050161832e-20
28	6	55.8431211937004	3118.4541846543107	7.42596719651432e-22
28	7	59.41370165042494	3529.9879438057073	-1.4148013386042177e-23
28	8	62.927521188780275	3959.8729229643905	2.9873676298177677e-25
28	9	66.39633316081289	4408.473057201661	-6.851500809178854e-27
28	10	69.8286145705481	4876.035412842162	1.6817517957821832e-28
28	11	73.23069043863616	5362.734022119357	-4.3686575095886896e-30
28	12	76.60740935733656	5868.695168442538	1.1905861627768686e-31
28	13	79.96257098451574	6394.012758453718	-3.380656118691164e-33
28	14	83.29920812335428	6938.758073977891	9.946039083132848e-35
28	15	86.61977938600859	7502.986180880798	-3.0180784510337924e-36
28	16	89.92630465109156	8086.740268200931	9.410325640285034e-38
28	17	93.22046267755772	8690.054661817932	-3.005400757031275e-39
28	18	96.50366295785882	9312.956964284012	9.805425687808374e-41
28	19	99.77709959633616	9955.469603857186	-3.260702529289188e-42
29	0	30.742322740652163	945.0904074904191	1.5004829777582e-08
29	1	36.98641434616079	1367.994846185889	-5.0852976412204245e-12
29	2	41.57331316783319	1728.3403677507326	1.8440229872480614e-14
29	3	45.7177792852402	2090.1153427739378	-1.332812887538402e-16
29	4	49.629545721884476	2463.0918085606218	1.4086723919022163e-18
29	5	53.39408931529826	2850.928773810048	-1.909573587014551e-20
29	6	57.05613113244966	3255.402099803291	3.092881923153469e-22
29	7	60.64241333890574	3677.5022955666927	-5.729995936413239e-24
29	8	64.17034644856403	4117.833363328735	1.1794407019259465e-25
29	9	67.65195872091881	4576.787518776903	-2.64250372475702e-27
29	10	71.09593325640468	5054.631725599149	6.347768367745472e-29
29	11	74.50875446812623	5551.55449239152	-1.61630332548684e-30
29	12	77.89539731161071	6067.692922333688	4.323708872570329e-32
29	13	81.25976366051617	6603.149190162944	-1.20657727542142e-33
29	14	84.60497038946104	7158.00101460158	3.4925622228488486e-35
29	15	87.93354623223625	7732.3085529768305	-1.0437528028172082e-36
29	16	91.24757025373788	8326.11907721083	3.2080191661947957e-38
29	17	94.54877168304995	8939.470226773508	-1.010778811641335e-39
29	18	97.8386034347684	9572.392322065874	3.2558669614467227e-41
