m	n	lambda	sq_lambda	C
1	23	73.81375051349973	5448.469764869181	-1.257883113734958e-32
1	24	76.95589347361818	5922.209540322869	5.429737182753379e-34
1	25	80.09799385830858	6415.688620125639	-2.343986610363689e-35
1	26	83.24005642482587	6928.906993608194	1.0119638261095948e-36
1	27	86.38208524707461	7461.864651632865	-4.369228495281131e-38
1	28	89.52408383406254	8014.561586328257	1.8865629621469682e-39
1	29	92.66605522453871	8586.997790877258	-8.146328526987131e-41
1	30	95.80800206322125	9179.173259346207	3.5178251741400155e-42
1	31	98.94992666266238	9791.087986546263	-1.5191695363280153e-43
2	0	2.27943442543043	5.195821299837355	0.22778642881599173
2	1	5.935558419029405	35.23085374571085	-0.005556340944518822
2	2	9.185999645113515	84.38258948002563	0.00018936302718918958
2	3	12.383218726775077	153.34410603515295	-7.242240758022764e-06
2	4	15.559145991660905	242.08702398981762	2.9049605932675314e-07
2	5	18.72414601536903	350.5936440048599	-1.1938488232816622e-08
2	6	21.88274840103784	478.85467758312416	4.97578986163464e-10
2	7	25.0372712585281	626.8649520731173	-2.0923165132072628e-11
2	8	28.189029563819215	794.6213877498737	8.850773121814746e-13
2	9	31.338826457354322	982.1220437241712	-3.759745106952841e-14
2	10	34.487180781638386	1189.365638265408	1.60202249416752e-15
2	11	37.63444289001876	1416.3512916420837	-6.841998477457731e-17
2	12	40.78085801305099	1663.078380280625	2.9273366269989853e-18
2	13	43.9266029871188	1929.546449987954	-1.254219436147532e-19
2	14	47.07180857113712	2215.7551621577777	5.3797823575332586e-21
2	15	50.21657355127353	2521.704259230464	-2.309698363071461e-22
2	16	53.36097395877278	2847.393541828827	9.923741841569717e-24
2	17	56.505069270070145	3192.8228532154253	-4.266491518478236e-25
2	18	59.64890668299624	3557.9920684767935	1.835263838364782e-26
2	19	62.79252413177385	3942.9010868394016	-7.898121489113288e-28
2	20	65.93595245470009	4347.54982610847	3.4003122621259094e-29
2	21	69.07921698004638	4771.938218576329	-1.4644027619804675e-30
2	22	72.22233870462613	5216.066207965737	6.308557102603974e-32
2	23	75.36533518213771	5679.933747115964	-2.7183880651654833e-33
2	24	78.50822120140582	6163.540796208866	1.1716326362048337e-34
2	25	81.65100931031772	6666.88732139359	-5.0507836281109505e-36
2	26	84.79371022492916	7189.973293709256	2.17772849979212e-37
2	27	87.93633315207458	7732.798688232651	-9.391135543583181e-39
2	28	91.07888604610099	8295.363483398649	4.050370533609049e-40
2	29	94.22137581490094	8877.6676604528	-1.7471391134649976e-41
2	30	97.36380848656258	9479.711203008035	7.537215112893685e-43
3	0	3.4797385159345082	12.108580139278093	0.1000359000744841
3	1	7.270708901757729	52.86320793409908	-0.0018696707908217882
3	2	10.577157121443898	111.87625277171136	5.714748825761293e-05
3	3	13.808077621921216	190.66300761300147	-2.0377516594912807e-06
3	4	17.00686655425086	289.2335099940965	7.789188445615936e-08
3	5	20.188470142598764	407.57432669860174	-3.0909057136889064e-09
3	6	23.35970133692498	545.6756465503348	1.2544481404883342e-10
3	7	26.524161583341716	703.5311476992205	-5.166096296984083e-12
3	8	29.683947132849347	881.136717385795	2.148946605713662e-13
3	9	32.84036539592265	1078.489599337714	-9.003422330346056e-15
3	10	35.994275765988284	1295.5878879180116	3.792288211424298e-16
3	11	39.146267094333204	1532.4302274208746	-1.6038231804778695e-17
3	12	42.29675671565989	1789.01562866372	6.804322246464379e-19
3	13	45.446048823759305	2065.3433536915145	-2.8940412831327576e-20
3	14	48.59437046750154	2361.412841132786	1.2334072847193551e-21
3	15	51.741894597539186	2677.2236565428548	-5.265397655791709e-23
3	16	54.88875530149504	3012.7754585473995	2.2508978301922332e-24
